 date,temp_avg,temp_max,temp_min,precip24hr,rh_avg
7/10/09,70.67,82.9,61,,62.13
7/11/09,73.05,82,63,,65.4
7/12/09,77.14,84.9,68,0.46,55.3
7/13/09,73.84,82.9,64.9,0,48.63
7/14/09,74.18,82.9,64.9,,40.04
7/15/09,75.96,84.9,64.9,,47.25
7/16/09,78.6,89.1,73,0.02,61.81
7/17/09,78.58,88,71.6,0.15,72.31
7/18/09,75.42,82.9,69.1,,57.92
7/19/09,76.33,82.9,66.9,,47
7/20/09,75.91,86,66.9,,60.46
7/21/09,70.02,72,68,0.01,85.11
7/22/09,74.59,84.9,66.2,,77.65
7/23/09,73.35,79,68,0,85.61
7/24/09,73.19,82.9,66,0.17,70.12
7/25/09,76.54,88,64.4,0.02,68.1
7/26/09,79.52,90,71.1,0,68.61
7/27/09,79.12,87.1,73.4,,72.03
7/28/09,80.18,90,71.6,,71.3
7/29/09,79.98,91,73.4,0.46,79.55
7/30/09,80.29,88,73.4,,66.68
7/31/09,78,88,71.6,1.39,78.44
8/1/09,77.44,86,68,,70.54
8/2/09,74.58,79,69.8,1.57,87.67
8/3/09,78.85,86,73,,61.21
8/4/09,78.95,88,69.8,,67.69
8/5/09,80.7,87.1,75,,70.22
8/6/09,71.62,77,66,0.07,67.95
8/7/09,74,81,64.9,,52.67
8/8/09,74.9,82.9,66.9,0,56.96
8/9/09,77.45,84.9,70,1.88,85.61
8/10/09,83.5,95,72,,66.17
8/11/09,83.05,89.1,77,,61.83
8/12/09,79.55,87.1,72,0,74.24
8/13/09,74.6,78.1,71.1,0.1,83.32
8/14/09,75.9,84.9,66.9,,74.31
8/15/09,79.55,89.1,70,,70.94
8/16/09,80.5,91,70,,64.53
8/17/09,82.5,93,72,,63.83
8/18/09,81.5,91.9,71.1,0.25,73.15
8/19/09,81.5,90,73,0.01,72.74
8/20/09,81.95,90,73.9,,75.7
8/21/09,81.53,93.2,75,0.15,77
8/22/09,78.45,84.9,72,3.08,86.65
8/23/09,79.64,87.1,73.4,,73.08
8/24/09,78,84.9,71.1,,63.58
8/25/09,77.55,87.1,68,,61.46
8/26/09,80.55,89.1,72,,63.88
8/27/09,76.45,82.9,70,,64.71
8/28/09,72.5,77,68,1.14,87.5
8/29/09,76.55,84,69.1,1.63,84.01
8/30/09,76.55,84,69.1,,62.64
8/31/09,68,73.9,62.1,,58.5
9/1/09,66.45,75.9,57,,54.71
9/2/09,68,79,57,,61.54
9/3/09,70.55,80.1,61,,59.71
9/4/09,75,84,66,,53.08
9/5/09,75.9,84.9,66.9,,47.29
9/6/09,71.5,78.1,64.9,,68.67
9/7/09,69.95,75.9,64,,74.94
9/8/09,69,75,63,,73.67
9/9/09,69.95,75,64.9,0,73.39
9/10/09,64.5,70,59,0.02,69.52
9/11/09,62.4,66.9,57.9,1.86,91.62
9/12/09,65.5,70,61,0.05,86.82
9/13/09,72.36,81,64.4,0,68.52
9/14/09,72.03,80.1,63,,63.92
9/15/09,72.5,81,64,,67.25
9/16/09,67.05,71.1,63,0,76.75
9/17/09,61.4,64.9,57.9,0,74.21
9/18/09,67.45,77,57.9,0,73.57
9/19/09,63.5,71.1,55.9,,52.15
9/20/09,63.5,75.9,51.1,,63.83
9/21/09,68.5,82,55,,73.92
9/22/09,70.55,78.1,63,,78.08
9/23/09,75.45,82.9,68,0.12,80.8
9/24/09,77,82.9,71.1,0.03,72
9/25/09,65.45,75,55.9,,50.08
9/26/09,61.55,69.1,54,0.11,68.67
9/27/09,67,75,59,0.79,83.28
9/28/09,68,79,57,0.26,70.09
9/29/09,61.55,70,53.1,,55.38
9/30/09,58.55,64,53.1,0,63.78
10/1/09,53.5,59,48,,56.91
10/2/09,57.45,68,46.9,0,70.45
10/3/09,68.45,75.9,61,0.02,84.72
10/4/09,64.45,73.9,55,,61.29
10/5/09,59,68,50,,56.21
10/6/09,58,68,48,0,63.17
10/7/09,63.95,72,55.9,0.03,59.05
10/8/09,57.45,66.9,48,0,57.46
10/9/09,69.55,80.1,59,0,65.67
10/10/09,63.5,75.9,51.1,0,66.67
10/11/09,55.05,66,44.1,,55.75
10/12/09,50.5,55,46,,56.04
10/13/09,58,68,48,,60.13
10/14/09,47.6,53.1,42.1,,57.73
10/15/09,44.95,50,39.9,0.38,80.6
10/16/09,42.5,46,39,0.26,90.47
10/17/09,45.05,48,42.1,0.66,82.72
10/18/09,44.4,48.9,39.9,0.11,75.93
10/19/09,47.45,57,37.9,,55.9
10/20/09,53.95,68,39.9,,62.71
10/21/09,60.4,73.9,46.9,,62.29
10/22/09,61.5,73,50,,66.54
10/23/09,57.85,64.4,53.6,0.03,80.32
10/24/09,67.52,71.6,60.8,1.36,85.61
10/25/09,56.5,63,50,,52.04
10/26/09,55,64,46,,62.58
10/27/09,54.5,59,50,0.53,92.19
10/28/09,59,64,54,1.21,88.4
10/29/09,53.5,57,50,0,79.51
10/30/09,52.95,59,46.9,,76.42
10/31/09,63.95,72,55.9,0.06,88.38
11/1/09,54.5,57.9,51.1,0,65.29
11/2/09,51.95,57,46.9,0,67.85
11/3/09,52.5,64,41,,59.79
11/4/09,45.5,52,39,,53.08
11/5/09,49,55.9,42.1,0,58.83
11/6/09,42.95,48.9,37,,49.96
11/7/09,43.4,55.9,30.9,,66.02
11/8/09,56.05,70,42.1,,70.5
11/9/09,56.5,70,43,,76.55
11/10/09,57.45,64.9,50,,74
11/11/09,51.95,57.9,46,0.01,63.46
11/12/09,47.05,50,44.1,0.15,73.19
11/13/09,51.95,55,48.9,0.03,78.97
11/14/09,56.05,59,53.1,0.05,91.12
11/15/09,62.95,70,55.9,,70.55
11/16/09,55.5,61,50,,55.57
11/17/09,50.45,57.9,43,,46.26
11/18/09,50.45,57.9,43,,74.68
11/19/09,55.6,60.1,51.1,0.14,90.68
11/20/09,53.5,61,46,0.81,62.63
11/21/09,48.45,57,39.9,,64.42
11/22/09,49,57,41,,69.46
11/23/09,48,50,46,0.08,79.25
11/24/09,50,53.1,46.9,0.11,92.51
11/25/09,49,52,46,0.03,99.44
11/26/09,50.95,55.9,46,,87.09
11/27/09,46.5,52,41,0,59.28
11/28/09,45.05,53.1,37,,51.77
11/29/09,48.6,62.1,35.1,,59.45
11/30/09,46.45,55,37.9,0.13,74.61
12/1/09,43.55,52,35.1,,56.91
12/2/09,45.95,57.9,34,0.69,84.54
12/3/09,55.95,66.9,45,0.36,65.44
12/4/09,44.5,50,39,,55
12/5/09,39.05,45,33.1,0.33,76.13
12/6/09,34.4,37.9,30.9,,63.55
12/7/09,36.05,42.1,30,,65.17
12/8/09,38.5,45,32,,59.88
12/9/09,47.9,57.9,37.9,2.05,80.78
12/10/09,38.39,46.9,28,,39.08
12/11/09,27.88,32,23,,35.38
12/12/09,33.74,39.9,28.9,,40.82
12/13/09,40.22,53.6,30,1.11,83.88
12/14/09,43,50,36,,73.6
12/15/09,48.55,55,42.1,,77.1
12/16/09,35.5,42.1,28.9,,44.95
12/17/09,30.05,35.1,25,,45.5
12/18/09,27.62,32,21,,44.5
12/19/09,26.4,30.9,21.9,0.31,80.88
12/20/09,29.05,34,24.1,0,61.35
12/21/09,29.9,37.9,21.9,,63.14
12/22/09,33.95,37.9,30,,62.27
12/23/09,24,30.9,17.1,,51.5
12/24/09,28.45,37.9,19,,69.57
12/25/09,34.5,41,28,0.26,89.39
12/26/09,47.9,55.9,39.9,1.8,97.1
12/27/09,41.55,51.1,32,,63.63
12/28/09,35.4,39.9,30.9,,53.29
12/29/09,26.05,33.1,19,,33.18
12/30/09,24.95,30.9,19,,52.29
12/31/09,31.45,34,28.9,0.28,81.38
1/1/10,37.05,42.1,32,0.02,79.72
1/2/10,26.95,32,21.9,,44.57
1/3/10,23.45,27,19.9,0,48.55
1/4/10,28.05,32,24.1,0,55.17
1/5/10,28.42,32,24.1,,54.1
1/6/10,32.95,37.9,28,0,55.98
1/7/10,34.4,39.9,28.9,0,54.78
1/8/10,28.6,33.1,24.1,0.03,72.7
1/9/10,24.5,30,19,,45.12
1/10/10,22.55,30,15.1,,44.5
1/11/10,24.55,33.1,16,,55.86
1/12/10,31.05,35.1,27,0,56.91
1/13/10,32,37.9,26.1,,53.21
1/14/10,35.5,46.9,24.1,,54.6
1/15/10,40.05,53.1,27,,61.25
1/16/10,42.55,53.1,32,,66.23
1/17/10,39.05,44.1,34,0.76,91.65
1/18/10,43.55,53.1,34,0,78.25
1/19/10,40.55,51.1,30,,76.86
1/20/10,37.05,44.1,30,,56
1/21/10,35.95,43,28.9,,62.67
1/22/10,39.05,45,33.1,,50.67
1/23/10,35.95,43,28.9,,52.59
1/24/10,43.5,57,30,0.02,83.8
1/25/10,53,61,45,1.25,82.14
1/26/10,39.6,44.1,35.1,0.01,60.72
1/27/10,33.95,39.9,28,,52.32
1/28/10,33.95,46.9,21,,48.91
1/29/10,20.6,24.1,17.1,,37.83
1/30/10,18.5,21,16,0.02,49.09
1/31/10,22,30,14,,45.83
2/1/10,28.5,36,21,,48.95
2/2/10,28.95,36,21.9,0,59.27
2/3/10,35.4,39.9,30.9,0.02,74.79
2/4/10,34.95,39.9,30,,44
2/5/10,33.4,37.9,28.9,0.18,69.02
2/6/10,23,28.9,17.1,0.26,79.34
2/7/10,23,32,14,,58.1
2/8/10,24,35.1,12.9,,58.04
2/9/10,28,37,19,0.53,67.51
2/10/10,30.55,33.1,28,0.82,92.69
2/11/10,32.45,37.9,27,0.23,59.95
2/12/10,28.5,35.1,21.9,,55.7
2/13/10,27.5,30.9,24.1,,57.21
2/14/10,30,37,23,,61.82
2/15/10,29,37,21,0.09,66.63
2/16/10,31.5,36,27,0,66.24
2/17/10,28.5,35.1,21.9,0,63.68
2/18/10,36.95,43,30.9,,56.23
2/19/10,36.95,43,30.9,,52.65
2/20/10,37.5,43,32,,49.62
2/21/10,36.05,46,26.1,,47.17
2/22/10,34.4,39.9,28.9,0.17,66.02
2/23/10,37.05,39,35.1,0.84,94.95
2/24/10,39.6,44.1,35.1,0,79.31
2/25/10,33.5,39,28,0.13,82.78
2/26/10,29.5,34,25,0.01,79.91
2/27/10,34,41,27,0,71.02
2/28/10,36.5,42.1,30.9,,67.41
3/1/10,41.55,48,35.1,,52.62
3/2/10,39.5,45,34,0.02,67.79
3/3/10,38.6,42.1,35.1,0,78.14
3/4/10,40.45,46.9,34,,48.42
3/5/10,42,50,34,,42.75
3/6/10,41,53.1,28.9,,30.32
3/7/10,43.4,55.9,30.9,,36.82
3/8/10,48.05,60.1,36,,33.96
3/9/10,49.5,63,36,,37.83
3/10/10,49.5,63,36,,58.86
3/11/10,51.1,60.1,42.1,0,78.12
3/12/10,44.95,46.9,43,0.35,94.87
3/13/10,46.6,51.1,42.1,2.57,95.09
3/14/10,46.5,50,43,0.38,94.85
3/15/10,43.5,46,41,0.27,87.37
3/16/10,51.55,62.1,41,0,44.93
3/17/10,51.5,66,37,,42.8
3/18/10,54.05,69.1,39,,47.96
3/19/10,55.5,71.1,39.9,,45.61
3/20/10,59,73.9,44.1,,47.4
3/21/10,60,75,45,,52.62
3/22/10,57.05,62.1,52,1.05,88.53
3/23/10,49.05,53.1,45,0.01,79.37
3/24/10,55,64,46,,41.33
3/25/10,56.05,70,42.1,0,50.95
3/26/10,45.95,55.9,36,0.15,58.24
3/27/10,39.45,48,30.9,,40.91
3/28/10,45.5,59,32,0.33,75.83
3/29/10,54.5,57,52,1.57,96.01
3/30/10,44.95,52,37.9,0.42,84.1
3/31/10,53.5,64.9,42.1,0.02,65.46
4/1/10,59,72,46,,63.91
4/2/10,59,73.9,44.1,,68.42
4/3/10,58.55,71.1,46,,74.06
4/4/10,62.4,75.9,48.9,,57.23
4/5/10,65.05,80.1,50,,61.75
4/6/10,72.05,87.1,57,0.02,61.28
4/7/10,75.6,89.1,62.1,,41.67
4/8/10,73.05,84,62.1,0.08,52.03
4/9/10,53,61,45,0.46,57.75
4/10/10,51.17,61,43,,38.17
4/11/10,61.4,75.9,46.9,0,45.87
4/12/10,60,68,52,,30.21
4/13/10,50,55,45,0.06,62.64
4/14/10,52.4,64.9,39.9,,58.78
4/15/10,60.95,73.9,48,,49.04
4/16/10,63.05,75,51.1,0.18,69.64
4/17/10,52.1,60.1,44.1,0.01,58.29
4/18/10,49.45,57.9,41,,52.8
4/19/10,56.45,66.9,46,,44.45
4/20/10,59,69.1,48.9,,45.67
4/21/10,56.45,66,46.9,0.11,77.36
4/22/10,62,72,52,0.05,64.91
4/23/10,58,68,48,,34.81
4/24/10,57,68,46,0,36.17
4/25/10,50,53.1,46.9,0.89,90.93
4/26/10,51.45,54,48.9,0.79,93.27
4/27/10,52,61,43,0,61.54
4/28/10,50,60.1,39.9,0,36.25
4/29/10,57.6,71.1,44.1,,33.29
4/30/10,64.5,80.1,48.9,,45.22
5/1/10,74.05,89.1,59,,54.79
5/2/10,79.55,89.1,70,0,66.17
5/3/10,75.45,82.9,68,0.61,68.7
5/4/10,72.05,82,62.1,,50.71
5/5/10,69.5,82,57,,51.71
5/6/10,72,81,63,,48.67
5/7/10,64,73,55,,46.04
5/8/10,65.05,79,51.1,,51.12
5/9/10,53.5,59,48,,37.95
5/10/10,52.55,63,42.1,,32.67
5/11/10,52.5,59,46,0.07,48.57
5/12/10,51.5,55,48,0.38,87.43
5/13/10,57,68,46,,59.56
5/14/10,70.95,84.9,57,0.57,73.92
5/15/10,69.95,75.9,64,0,47.17
5/16/10,65.45,73,57.9,0,45.58
5/17/10,62.55,71.1,54,0,55.52
5/18/10,52.55,54,51.1,0.63,86.37
5/19/10,59.55,66,53.1,0,70.53
5/20/10,68.95,82,55.9,0,56.42
5/21/10,74.05,87.1,61,,51.71
5/22/10,69.45,75.9,63,0.01,71.46
5/23/10,68.55,75,62.1,0.1,86.7
5/24/10,69.55,77,62.1,0,86.12
5/25/10,73,82,64,0,70.76
5/26/10,77.45,91.9,63,,56.46
5/27/10,70.95,82.9,59,0.09,58.74
5/28/10,71.4,84.9,57.9,,65.67
5/29/10,71,79,63,0,71.75
5/30/10,78.55,87.1,70,0.08,56.75
5/31/10,79.95,93,66.9,,59.83
6/1/10,80.05,87.1,73,0.01,65.26
6/2/10,80,90,70,,61.99
6/3/10,81.5,90,73,0,63.43
6/4/10,81,90,72,,62.88
6/5/10,82.5,90,75,,63.44
6/6/10,78.95,93,64.9,0,57.58
6/7/10,66.9,75.9,57.9,,41.38
6/8/10,68.55,77,60.1,,36.6
6/9/10,64.6,69.1,60.1,0.43,68.49
6/10/10,74.6,87.1,62.1,,65.83
6/11/10,72,81,63,,54.08
6/12/10,76,88,64,,68.8
6/13/10,80.5,91,70,0.95,76.91
6/14/10,77.55,87.1,68,,69.39
6/15/10,75.45,84,66.9,,60.92
6/16/10,73.5,80.1,66.9,0.01,73.35
6/17/10,74.9,82.9,66.9,0,58.95
6/18/10,74.5,86,63,,53.67
6/19/10,76.55,89.1,64,,66.15
6/20/10,83.9,93.9,73.9,,58.75
6/21/10,82.5,90,75,,46.83
6/22/10,81.5,91.9,71.1,0,56.19
6/23/10,83.9,93.9,73.9,,58.12
6/24/10,84.05,97,71.1,0.54,63.41
6/25/10,80.5,88,73,,52.67
6/26/10,81.5,91,72,,59.47
6/27/10,85.45,95,75.9,0,61.09
6/28/10,87.1,96.1,78.1,0.11,65.15
6/29/10,83.45,91.9,75,,50.79
6/30/10,72.95,81,64.9,,35.65
7/1/10,71.55,80.1,63,,36.88
7/2/10,71.5,82,61,,39.42
7/3/10,76.05,89.1,63,,46.12
7/4/10,82.6,96.1,69.1,,45.42
7/5/10,85.55,98.1,73,,48.23
7/6/10,88.95,102,75.9,,43.25
7/7/10,91.5,102.9,80.1,,42.47
7/8/10,82.95,90,75.9,,70.06
7/9/10,82.45,91,73.9,0.01,69.41
7/10/10,77.45,81,73.9,0.54,82.66
7/11/10,82.45,91,73.9,,55.62
7/12/10,81.05,91,71.1,0.24,66.03
7/13/10,80,88,72,1.36,79.22
7/14/10,78,84,72,2.95,84.44
7/15/10,81.95,90,73.9,,69.62
7/16/10,86.45,97,75.9,,65.81
7/17/10,83,93,73,0.37,56.91
7/18/10,86,93.9,78.1,,56.5
7/19/10,83.45,93,73.9,0.68,68.78
7/20/10,80.5,86,75,0,70.17
7/21/10,84,93,75,0.08,67.45
7/22/10,82.45,91,73.9,0,54.19
7/23/10,90.05,105.1,75,,60.08
7/24/10,89.95,97,82.9,,59.62
7/25/10,83.05,95,71.1,0.05,65.83
7/26/10,77.55,87.1,68,,50.5
7/27/10,79,88,70,,50.58
7/28/10,82.05,89.1,75,,67.15
7/29/10,83.45,91,75.9,0,63.33
7/30/10,76.45,84.9,68,,45.75
7/31/10,77,86,68,,50
8/1/10,78.55,89.1,68,0.02,67.25
8/2/10,75,84,66,,63.67
8/3/10,80.05,87.1,73,,65.65
8/4/10,82.95,90,75.9,,69.5
8/5/10,83.74,90,77,0.02,66.42
8/6/10,81.05,89.1,73,,53.91
8/7/10,77.45,88,66.9,,46.58
8/8/10,81.5,91,72,,64.71
8/9/10,83.9,93.9,73.9,,65.09
8/10/10,86.55,95,78.1,,58.77
8/11/10,84.55,96.1,73,,56.59
8/12/10,79.95,84.9,75,0.11,77.23
8/13/10,78,84.9,71.1,0,58
8/14/10,77,87.1,66.9,,53
8/15/10,74.6,80.1,69.1,0.1,76.21
8/16/10,83.45,93,73.9,0,72.16
8/17/10,84,91,77,,53.44
8/18/10,74.05,79,69.1,0.06,70.75
8/19/10,79.55,89.1,70,,58.88
8/20/10,82.05,93,71.1,,51.25
8/21/10,79.1,89.1,69.1,,57.77
8/22/10,78.45,84.9,72,1.87,83.64
8/23/10,74.45,82.9,66,0.01,71.89
8/24/10,68.95,73,64.9,0,74.57
8/25/10,72.5,79,66,,68.02
8/26/10,75.9,84.9,66.9,,56.33
8/27/10,70.55,81,60.1,,47.79
8/28/10,73.5,84.9,62.1,,48.83
8/29/10,79.4,93.9,64.9,,55.23
8/30/10,83.5,97,70,,46.25
8/31/10,84.55,96.1,73,,46.76
9/1/10,86,96.1,75.9,,51.56
9/2/10,84.45,95,73.9,,58.92
9/3/10,81.5,90,73,,59.67
9/4/10,72.95,81,64.9,,41.04
9/5/10,68,77,59,,43.04
9/6/10,70.4,82.9,57.9,,49.92
9/7/10,78,90,66,,59.21
9/8/10,79.5,91,68,,44.58
9/9/10,68,73.9,62.1,,45
9/10/10,67.55,75,60.1,,49.58
9/11/10,69.55,80.1,59,,48.46
9/12/10,65.05,68,62.1,0.21,77.47
9/13/10,70.55,80.1,61,,65.82
9/14/10,71,81,61,,53.02
9/15/10,69,79,59,,43.04
9/16/10,72.5,86,59,0.28,65.24
9/17/10,69,79,59,0.12,64.6
9/18/10,65.45,75.9,55,,60.67
9/19/10,71.5,82,61,,63.08
9/20/10,69.55,78.1,61,,43.46
9/21/10,65.5,77,54,,50.96
9/22/10,77,90,64,0.15,65.85
9/23/10,77,86,68,,71.87
9/24/10,79.95,91.9,68,,71.02
9/25/10,81.05,89.1,73,,48.62
9/26/10,68.45,72,64.9,0.04,58.3
9/27/10,71.95,79,64.9,0.2,86.38
9/28/10,74.6,80.1,69.1,0.06,78.42
9/29/10,68.55,75,62.1,0,61
9/30/10,75.05,81,69.1,2.33,83.95
10/1/10,66.45,75.9,57,3.08,69.52
10/2/10,60.1,69.1,51.1,,54.46
10/3/10,59,66,52,0.04,64.25
10/4/10,53.05,55,51.1,0.29,82.61
10/5/10,54.95,57.9,52,0.32,82.63
10/6/10,57.05,63,51.1,0.01,70.87
10/7/10,64.05,75,53.1,0,60.94
10/8/10,65.6,80.1,51.1,,52.5
10/9/10,66.05,78.1,54,,52.04
10/10/10,60.45,72,48.9,,43.5
10/11/10,69,81,57,0,65.69
10/12/10,65.9,73.9,57.9,0.11,66.08
10/13/10,56.45,66,46.9,,54.21
10/14/10,52.95,59,46.9,0.66,80.93
10/15/10,54.95,63,46.9,,56.08
10/16/10,55.45,64,46.9,,41.86
10/17/10,59,73.9,44.1,,51.79
10/18/10,56.45,64.9,48,0,49.38
10/19/10,53.4,57.9,48.9,0.28,79.53
10/20/10,54.05,62.1,46,,76.59
10/21/10,56.9,66.9,46.9,0,58.82
10/22/10,50,57,43,,45.1
10/23/10,54.5,68,41,,52.57
10/24/10,62,72,52,0,61.92
10/25/10,65.45,75.9,55,,73.61
10/26/10,67.05,72,62.1,,78.85
10/27/10,71.95,77,66.9,0.31,85.86
10/28/10,66,77,55,,59.07
10/29/10,51.45,57.9,45,,49.15
10/30/10,49,57,41,,52.1
10/31/10,52.55,63,42.1,,52.52
11/1/10,44.95,52,37.9,,48.19
11/2/10,43.55,53.1,34,,52.26
11/3/10,45.5,55.9,35.1,,65.57
11/4/10,49,51.1,46.9,1.23,87.4
11/5/10,50,55,45,0.01,69.27
11/6/10,45.5,52,39,,60.67
11/7/10,42.55,51.1,34,,51.15
11/8/10,48.05,54,42.1,0,47.91
11/9/10,51.55,60.1,43,,58.02
11/10/10,54,63,45,,55.79
11/11/10,50,57.9,42.1,,40.75
11/12/10,51.5,64,39,,29.92
11/13/10,53.5,66,41,,46.22
11/14/10,51.5,66,37,,67.1
11/15/10,50.95,55,46.9,,86.23
11/16/10,56.5,63,50,0.26,86.7
11/17/10,56,64,48,0.14,59.84
11/18/10,49,55.9,42.1,0,58.54
11/19/10,43.5,50,37,,53.05
11/20/10,48,57,39,,60.88
11/21/10,47,55,39,,59.45
11/22/10,52.55,60.1,45,,78.44
11/23/10,54.95,63,46.9,,68.15
11/24/10,47.45,55,39.9,,36.04
11/25/10,41.45,45,37.9,0.08,58.75
11/26/10,47,57,37,0.04,62.8
11/27/10,38.6,44.1,33.1,,45.46
11/28/10,40.45,48.9,32,,53.83
11/29/10,40.55,51.1,30,,63.4
11/30/10,52.1,62.1,42.1,0,72.97
12/1/10,51.95,64.9,39,1.1,73.94
12/2/10,37.05,42.1,32,,50.39
12/3/10,37.6,42.1,33.1,,48.08
12/4/10,35.4,39.9,30.9,,51.3
12/5/10,33.5,37,30,,45.17
12/6/10,33.95,37,30.9,0,45.61
12/7/10,32.45,36,28.9,0,46.29
12/8/10,29.6,35.1,24.1,,43.52
12/9/10,27.5,34,21,,50.14
12/10/10,29.5,36,23,0,55.86
12/11/10,35.55,45,26.1,0.02,67.07
12/12/10,50.59,60.8,41,0.95,86.04
12/13/10,33.45,45,21.9,0,51.93
12/14/10,23,27,19,0,41.42
12/15/10,26.95,30.9,23,,44.88
12/16/10,23.45,27,19.9,0.01,63.67
12/17/10,27.05,35.1,19,,63.2
12/18/10,28.5,36,21,,57.28
12/19/10,31,37,25,,56.27
12/20/10,31.45,37.9,25,,52.1
12/21/10,35.5,41,30,,45.38
12/22/10,34.5,41,28,,52.74
12/23/10,34.95,39,30.9,,42.33
12/24/10,34.4,39.9,28.9,,49.13
12/25/10,29.6,33.1,26.1,,61.67
12/26/10,26.4,30.9,21.9,0.2,73.06
12/27/10,25.95,30.9,21,0.06,55.74
12/28/10,32.55,39,26.1,,46.45
12/29/10,32,39.9,24.1,,59.07
12/30/10,31.45,43,19.9,,70.46
12/31/10,35.55,44.1,27,,65.65
1/1/11,42,54,30,0,77.29
1/2/11,44.55,54,35.1,0.09,70.25
1/3/11,32,37,27,,42.78
1/4/11,32.55,41,24.1,,59.38
1/5/11,32.55,39,26.1,,46.62
1/6/11,30.05,36,24.1,,51.17
1/7/11,29.05,34,24.1,0.11,60.01
1/8/11,26.5,30,23,0.1,69.49
1/9/11,27.5,32,23,,51.18
1/10/11,25,32,18,,52.52
1/11/11,26.5,32,21,0.31,71.54
1/12/11,25.95,30.9,21,0.15,68.35
1/13/11,24.5,30,19,,50.04
1/14/11,21.45,30.9,12,,59.12
1/15/11,30.9,37.9,21.9,,62.04
1/16/11,32.35,37,26.1,,46.95
1/17/11,25.8,28,24.1,0.1,55.13
1/18/11,33.81,37.4,28.4,0.68,87.9
1/19/11,38.32,44.6,33.1,0.05,78.26
1/20/11,34.63,37.9,32,,54.56
1/21/11,28.46,34,19,0.15,52.56
1/22/11,17.76,21.9,14,,43.5
1/23/11,19.95,27,12.9,,43.33
1/24/11,16.55,25,8.1,0,47.21
1/25/11,32,39,25,0,67.05
1/26/11,32.45,34,30.9,1.57,82.74
1/27/11,29.8,33.4,26.2,0.05,68.08
1/28/11,30.75,35.4,26.1,0.23,78.2
1/29/11,29.6,35.1,24.1,0,65.81
1/30/11,28.5,39,18,,65.79
1/31/11,27.5,32,23,0.01,55.46
2/1/11,30.55,33.1,28,0.01,84.99
2/2/11,36.05,42.1,30,0.7,78.05
2/3/11,28.5,34,23,,46.67
2/4/11,28.5,36,21,,57.82
2/5/11,35.5,42.1,28.9,0.24,82.43
2/6/11,37.5,44.1,30.9,,57.43
2/7/11,38.45,48,28.9,0.01,72.55
2/8/11,32,41,23,0.02,55.27
2/9/11,23.45,30.9,16,0,43.5
2/10/11,24.4,28.9,19.9,,41.81
2/11/11,27.95,39.9,16,,48.68
2/12/11,32,42.1,21.9,,52.79
2/13/11,38.05,50,26.1,,46.3
2/14/11,52.1,62.1,42.1,,39.71
2/15/11,36.5,43,30,,29.78
2/16/11,39.6,53.1,26.1,,43.96
2/17/11,54.05,66,42.1,,47.35
2/18/11,57.05,69.1,45,,55.54
2/19/11,42.95,55,30.9,0,27.22
2/20/11,35.1,44.1,26.1,0,37.23
2/21/11,34,43,25,0.21,67.57
2/22/11,28.5,35.1,21.9,0.27,54.23
2/23/11,32.45,43,21.9,,43.23
2/24/11,34.5,46,23,0.01,59.7
2/25/11,49.05,63,35.1,0.9,70.62
2/26/11,38.05,44.1,32,,50.35
2/27/11,45.95,55.9,36,,54.42
2/28/11,51.1,60.1,42.1,0.28,75.73
3/1/11,40.55,48,33.1,,41.08
3/2/11,44.4,57.9,30.9,,41.79
3/3/11,28.95,36,21.9,,35.96
3/4/11,37.95,48.9,27,,53.17
3/5/11,51.45,63,39.9,,69.43
3/6/11,51.55,60.1,43,1.4,82.78
3/7/11,41.45,48.9,34,0.04,50.11
3/8/11,39.94,51.1,30.9,,34.95
3/9/11,40.01,46.9,33.1,,69.57
3/10/11,51.84,57.2,42.8,1.16,85.05
3/11/11,47.84,53.6,41,0.3,64.63
3/12/11,47.18,55.9,41,,50.91
3/13/11,47.41,52,42.1,,49.41
3/14/11,42.33,48,36,,51.42
3/15/11,42.82,53.1,34,,53.25
3/16/11,48.58,59,41,0.69,71.03
3/17/11,54.3,64,45,,50.67
3/18/11,61.92,75,48,,50.88
3/19/11,53.4,66,41,,33.9
3/20/11,42.45,51.1,35.1,,43.77
3/21/11,47.56,61,39,0.4,75.28
3/22/11,48.11,52,44.1,,60.27
3/23/11,39.7,43,37.4,0.23,79.59
3/24/11,37.67,44.1,33.8,0.02,65.44
3/25/11,35.67,44.1,28.9,,39.45
3/26/11,34.81,42.1,28,,31.36
3/27/11,37.34,46,30.9,,29.57
3/28/11,37.15,46.9,28,,26.36
3/29/11,41.84,52,30.9,,28.52
3/30/11,43.28,50,37,0,46.04
3/31/11,40.65,44.1,39,0.05,82.18
4/1/11,41.02,46.9,35.1,0.2,75.25
4/2/11,44.92,53.1,35.1,,50.29
4/3/11,49.17,57.9,37,0.01,42.23
4/4/11,62.2,78.1,46,0,50.12
4/5/11,54.82,70,42.1,0.15,61.03
4/6/11,47.95,57,35.1,,46.17
4/7/11,48.48,55.9,44.1,,66.04
4/8/11,43.87,46.9,39.2,0.68,82.43
4/9/11,49.79,57.9,41,0,63.8
4/10/11,53.79,62.1,48,,62.13
4/11/11,67.14,82,51.8,,69.81
4/12/11,59.82,73,48.2,0.91,68.14
4/13/11,49.47,54,46,0.19,84.82
4/14/11,57.39,68,46.9,,56.02
4/15/11,51.33,57,42.8,,57.07
4/16/11,50.7,61,42.8,3.1,82.08
4/17/11,56.53,63,51.1,0.02,52.22
